Primary_key,country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Austria2020-01,Austria,AUT,Europe,8978929,cases,0,2020-01,0,0,TESSy COVID-19,
Austria2020-02,Austria,AUT,Europe,8978929,cases,0,2020-02,0,0,TESSy COVID-19,
Austria2020-03,Austria,AUT,Europe,8978929,cases,0,2020-03,0,0,TESSy COVID-19,
Austria2020-04,Austria,AUT,Europe,8978929,cases,0,2020-04,0,0,TESSy COVID-19,
Austria2020-05,Austria,AUT,Europe,8978929,cases,0,2020-05,0,0,TESSy COVID-19,
Austria2020-06,Austria,AUT,Europe,8978929,cases,0,2020-06,0,0,TESSy COVID-19,
Austria2020-07,Austria,AUT,Europe,8978929,cases,0,2020-07,0,0,TESSy COVID-19,
Austria2020-08,Austria,AUT,Europe,8978929,cases,0,2020-08,0,0,TESSy COVID-19,
Austria2020-09,Austria,AUT,Europe,8978929,cases,12,2020-09,0,12,TESSy COVID-19,
Austria2020-10,Austria,AUT,Europe,8978929,cases,115,2020-10,1.414422589,127,TESSy COVID-19,
Austria2020-11,Austria,AUT,Europe,8978929,cases,874,2020-11,11.01467669,1001,TESSy COVID-19,
Austria2020-12,Austria,AUT,Europe,8978929,cases,3046,2020-12,43.65776809,4047,TESSy COVID-19,
Austria2020-13,Austria,AUT,Europe,8978929,cases,5098,2020-13,90.70124065,9145,TESSy COVID-19,
Austria2020-14,Austria,AUT,Europe,8978929,cases,3114,2020-14,91.45856928,12259,TESSy COVID-19,
Austria2020-15,Austria,AUT,Europe,8978929,cases,1838,2020-15,55.15134377,14097,TESSy COVID-19,
Austria2020-16,Austria,AUT,Europe,8978929,cases,686,2020-16,28.1102568,14783,TESSy COVID-19,
Austria2020-17,Austria,AUT,Europe,8978929,cases,450,2020-17,12.651843,15233,TESSy COVID-19,
Austria2020-18,Austria,AUT,Europe,8978929,cases,309,2020-18,8.453123975,15542,TESSy COVID-19,
Austria2020-19,Austria,AUT,Europe,8978929,cases,260,2020-19,6.337058685,15802,TESSy COVID-19,
Austria2020-20,Austria,AUT,Europe,8978929,cases,324,2020-20,6.504116471,16126,TESSy COVID-19,
Austria2020-21,Austria,AUT,Europe,8978929,cases,264,2020-21,6.548665214,16390,TESSy COVID-19,
Austria2020-22,Austria,AUT,Europe,8978929,cases,195,2020-22,5.111968254,16585,TESSy COVID-19,
Austria2020-23,Austria,AUT,Europe,8978929,cases,228,2020-23,4.711029567,16813,TESSy COVID-19,
Austria2020-24,Austria,AUT,Europe,8978929,cases,172,2020-24,4.454874295,16985,TESSy COVID-19,
Austria2020-25,Austria,AUT,Europe,8978929,cases,248,2020-25,4.67761801,17233,TESSy COVID-19,
Austria2020-26,Austria,AUT,Europe,8978929,cases,334,2020-26,6.481842099,17567,TESSy COVID-19,
Austria2020-27,Austria,AUT,Europe,8978929,cases,640,2020-27,10.84761891,18207,TESSy COVID-19,
Austria2020-28,Austria,AUT,Europe,8978929,cases,597,2020-28,13.77669876,18804,TESSy COVID-19,
Austria2020-29,Austria,AUT,Europe,8978929,cases,784,2020-29,15.3804535,19588,TESSy COVID-19,
Austria2020-30,Austria,AUT,Europe,8978929,cases,872,2020-30,18.44317958,20460,TESSy COVID-19,
Austria2020-31,Austria,AUT,Europe,8978929,cases,792,2020-31,18.53227707,21252,TESSy COVID-19,
Austria2020-32,Austria,AUT,Europe,8978929,cases,721,2020-32,16.85056202,21973,TESSy COVID-19,
Austria2020-33,Austria,AUT,Europe,8978929,cases,1461,2020-33,24.30133928,23434,TESSy COVID-19,
Austria2020-34,Austria,AUT,Europe,8978929,cases,1908,2020-34,37.52117875,25342,TESSy COVID-19,
Austria2020-35,Austria,AUT,Europe,8978929,cases,1943,2020-35,42.88930228,27285,TESSy COVID-19,
Austria2020-36,Austria,AUT,Europe,8978929,cases,2263,2020-36,46.84300321,29548,TESSy COVID-19,
Austria2020-37,Austria,AUT,Europe,8978929,cases,3995,2020-37,69.69650835,33543,TESSy COVID-19,
Austria2020-38,Austria,AUT,Europe,8978929,cases,5215,2020-38,102.5734806,38758,TESSy COVID-19,
Austria2020-39,Austria,AUT,Europe,8978929,cases,4661,2020-39,109.9908463,43419,TESSy COVID-19,
Austria2020-40,Austria,AUT,Europe,8978929,cases,5602,2020-40,114.3009372,49021,TESSy COVID-19,
Austria2020-41,Austria,AUT,Europe,8978929,cases,7487,2020-41,145.7746241,56508,TESSy COVID-19,
Austria2020-42,Austria,AUT,Europe,8978929,cases,9898,2020-42,193.6199741,66406,TESSy COVID-19,
Austria2020-43,Austria,AUT,Europe,8978929,cases,18262,2020-43,313.6231504,84668,TESSy COVID-19,
Austria2020-44,Austria,AUT,Europe,8978929,cases,31613,2020-44,555.4671387,116281,TESSy COVID-19,
Austria2020-45,Austria,AUT,Europe,8978929,cases,44772,2020-45,850.7139326,161053,TESSy COVID-19,
Austria2020-46,Austria,AUT,Europe,8978929,cases,47837,2020-46,1031.403634,208890,TESSy COVID-19,
Austria2020-47,Austria,AUT,Europe,8978929,cases,40699,2020-47,986.0418765,249589,TESSy COVID-19,
Austria2020-48,Austria,AUT,Europe,8978929,cases,31142,2020-48,800.1065606,280731,TESSy COVID-19,
Austria2020-49,Austria,AUT,Europe,8978929,cases,23070,2020-49,603.7691132,303801,TESSy COVID-19,
Austria2020-50,Austria,AUT,Europe,8978929,cases,18693,2020-50,465.122288,322494,TESSy COVID-19,
Austria2020-51,Austria,AUT,Europe,8978929,cases,14841,2020-51,373.4743865,337335,TESSy COVID-19,
Austria2020-52,Austria,AUT,Europe,8978929,cases,13415,2020-52,314.6923202,350750,TESSy COVID-19,
Austria2020-53,Austria,AUT,Europe,8978929,cases,14916,2020-53,315.5276091,365666,TESSy COVID-19,
Austria2021-01,Austria,AUT,Europe,8978929,cases,14636,2021-01,329.1261129,380302,TESSy COVID-19,
Austria2021-02,Austria,AUT,Europe,8978929,cases,10948,2021-02,284.9337599,391250,TESSy COVID-19,
Austria2021-03,Austria,AUT,Europe,8978929,cases,10156,2021-03,235.0391678,401406,TESSy COVID-19,
Austria2021-04,Austria,AUT,Europe,8978929,cases,9513,2021-04,219.0573063,410919,TESSy COVID-19,
Austria2021-05,Austria,AUT,Europe,8978929,cases,9115,2021-05,207.4634959,420034,TESSy COVID-19,
Austria2021-06,Austria,AUT,Europe,8978929,cases,9458,2021-06,206.8509507,429492,TESSy COVID-19,
Austria2021-07,Austria,AUT,Europe,8978929,cases,11627,2021-07,234.8275613,441119,TESSy COVID-19,
Austria2021-08,Austria,AUT,Europe,8978929,cases,14178,2021-08,287.395078,455297,TESSy COVID-19,
Austria2021-09,Austria,AUT,Europe,8978929,cases,16313,2021-09,339.5839303,471610,TESSy COVID-19,
Austria2021-10,Austria,AUT,Europe,8978929,cases,18218,2021-10,384.5781607,489828,TESSy COVID-19,
Austria2021-11,Austria,AUT,Europe,8978929,cases,21074,2021-11,437.602302,510902,TESSy COVID-19,
Austria2021-12,Austria,AUT,Europe,8978929,cases,22296,2021-12,483.0197455,533198,TESSy COVID-19,
Austria2021-13,Austria,AUT,Europe,8978929,cases,20779,2021-13,479.7342757,553977,TESSy COVID-19,
Austria2021-14,Austria,AUT,Europe,8978929,cases,17589,2021-14,427.3115424,571566,TESSy COVID-19,
Austria2021-15,Austria,AUT,Europe,8978929,cases,16809,2021-15,383.096915,588375,TESSy COVID-19,
Austria2021-16,Austria,AUT,Europe,8978929,cases,15046,2021-16,354.7750517,603421,TESSy COVID-19,
Austria2021-17,Austria,AUT,Europe,8978929,cases,12529,2021-17,307.1078967,615950,TESSy COVID-19,
Austria2021-18,Austria,AUT,Europe,8978929,cases,9016,2021-18,239.9506667,624966,TESSy COVID-19,
Austria2021-19,Austria,AUT,Europe,8978929,cases,5736,2021-19,164.295764,630702,TESSy COVID-19,
Austria2021-20,Austria,AUT,Europe,8978929,cases,4152,2021-20,110.1244926,634854,TESSy COVID-19,
Austria2021-21,Austria,AUT,Europe,8978929,cases,3155,2021-21,81.37941619,638009,TESSy COVID-19,
Austria2021-22,Austria,AUT,Europe,8978929,cases,2423,2021-22,62.12322205,640432,TESSy COVID-19,
Austria2021-23,Austria,AUT,Europe,8978929,cases,1686,2021-23,45.7626962,642118,TESSy COVID-19,
Austria2021-24,Austria,AUT,Europe,8978929,cases,1002,2021-24,29.93675526,643120,TESSy COVID-19,
Austria2021-25,Austria,AUT,Europe,8978929,cases,681,2021-25,18.7438836,643801,TESSy COVID-19,
Austria2021-26,Austria,AUT,Europe,8978929,cases,632,2021-26,14.62312487,644433,TESSy COVID-19,
Austria2021-27,Austria,AUT,Europe,8978929,cases,1088,2021-27,19.15595947,645521,TESSy COVID-19,
Austria2021-28,Austria,AUT,Europe,8978929,cases,2197,2021-28,36.58565515,647718,TESSy COVID-19,
Austria2021-29,Austria,AUT,Europe,8978929,cases,2529,2021-29,52.6343398,650247,TESSy COVID-19,
Austria2021-30,Austria,AUT,Europe,8978929,cases,3261,2021-30,64.48430542,653508,TESSy COVID-19,
Austria2021-31,Austria,AUT,Europe,8978929,cases,3662,2021-31,77.10273686,657170,TESSy COVID-19,
Austria2021-32,Austria,AUT,Europe,8978929,cases,5903,2021-32,106.5271816,663073,TESSy COVID-19,
Austria2021-33,Austria,AUT,Europe,8978929,cases,8066,2021-33,155.5753476,671139,TESSy COVID-19,
Austria2021-34,Austria,AUT,Europe,8978929,cases,9437,2021-34,194.934162,680576,TESSy COVID-19,
Austria2021-35,Austria,AUT,Europe,8978929,cases,11273,2021-35,230.6511166,691849,TESSy COVID-19,
Austria2021-36,Austria,AUT,Europe,8978929,cases,14084,2021-36,282.4056188,705933,TESSy COVID-19,
Austria2021-37,Austria,AUT,Europe,8978929,cases,13761,2021-37,310.1149369,719694,TESSy COVID-19,
Austria2021-38,Austria,AUT,Europe,8978929,cases,11753,2021-38,284.1541569,731447,TESSy COVID-19,
Austria2021-39,Austria,AUT,Europe,8978929,cases,12600,2021-39,271.2238843,744047,TESSy COVID-19,
Austria2021-40,Austria,AUT,Europe,8978929,cases,12771,2021-40,282.5615394,756818,TESSy COVID-19,
Austria2021-41,Austria,AUT,Europe,8978929,cases,15338,2021-41,313.0551539,772156,TESSy COVID-19,
Austria2021-42,Austria,AUT,Europe,8978929,cases,23830,2021-42,436.221291,795986,TESSy COVID-19,
Austria2021-43,Austria,AUT,Europe,8978929,cases,34557,2021-43,650.2668637,830543,TESSy COVID-19,
Austria2021-44,Austria,AUT,Europe,8978929,cases,56412,2021-44,1013.138649,886955,TESSy COVID-19,
Austria2021-45,Austria,AUT,Europe,8978929,cases,78621,2021-45,1503.887602,965576,TESSy COVID-19,
Austria2021-46,Austria,AUT,Europe,8978929,cases,97085,2021-46,1956.870357,1062661,TESSy COVID-19,
Austria2021-47,Austria,AUT,Europe,8978929,cases,82539,2021-47,2000.505851,1145200,TESSy COVID-19,
Austria2021-48,Austria,AUT,Europe,8978929,cases,50813,2021-48,1485.165993,1196013,TESSy COVID-19,
Austria2021-49,Austria,AUT,Europe,8978929,cases,29146,2021-49,890.5182344,1225159,TESSy COVID-19,
Austria2021-50,Austria,AUT,Europe,8978929,cases,18844,2021-50,534.4735436,1244003,TESSy COVID-19,
Austria2021-51,Austria,AUT,Europe,8978929,cases,14605,2021-51,372.5277257,1258608,TESSy COVID-19,
Austria2021-52,Austria,AUT,Europe,8978929,cases,23029,2021-52,419.1368481,1281637,TESSy COVID-19,
Austria2022-01,Austria,AUT,Europe,8978929,cases,62194,2022-01,949.1443801,1343831,TESSy COVID-19,
Austria2022-02,Austria,AUT,Europe,8978929,cases,110554,2022-02,1923.926562,1454385,TESSy COVID-19,
Austria2022-03,Austria,AUT,Europe,8978929,cases,175980,2022-03,3191.182378,1630365,TESSy COVID-19,
Austria2022-04,Austria,AUT,Europe,8978929,cases,227274,2022-04,4491.114698,1857639,TESSy COVID-19,
Austria2022-05,Austria,AUT,Europe,8978929,cases,231847,2022-05,5113.315853,2089486,TESSy COVID-19,
Austria2022-06,Austria,AUT,Europe,8978929,cases,216386,2022-06,4992.054175,2305872,TESSy COVID-19,
Austria2022-07,Austria,AUT,Europe,8978929,cases,195511,2022-07,4587.373394,2501383,TESSy COVID-19,
Austria2022-08,Austria,AUT,Europe,8978929,cases,185349,2022-08,4241.70856,2686732,TESSy COVID-19,
Austria2022-09,Austria,AUT,Europe,8978929,cases,217009,2022-09,4481.135779,2903741,TESSy COVID-19,
Austria2022-10,Austria,AUT,Europe,8978929,cases,299203,2022-10,5749.148924,3202944,TESSy COVID-19,
Austria2022-11,Austria,AUT,Europe,8978929,cases,315892,2022-11,6850.427261,3518836,TESSy COVID-19,
Austria2022-12,Austria,AUT,Europe,8978929,cases,248044,2022-12,6280.659976,3766880,TESSy COVID-19,
Austria2022-13,Austria,AUT,Europe,8978929,cases,151681,2022-13,4451.811569,3918561,TESSy COVID-19,
Austria2022-14,Austria,AUT,Europe,8978929,cases,96521,2022-14,2764.271775,4015082,TESSy COVID-19,
Austria2022-15,Austria,AUT,Europe,8978929,cases,63286,2022-15,1779.800241,4078368,TESSy COVID-19,
Austria2022-16,Austria,AUT,Europe,8978929,cases,48996,2022-16,1250.505489,4127364,TESSy COVID-19,
Austria2022-17,Austria,AUT,Europe,8978929,cases,40350,2022-17,995.0629969,4167714,TESSy COVID-19,
Austria2022-18,Austria,AUT,Europe,8978929,cases,36971,2022-18,861.1383384,4204685,TESSy COVID-19,
Austria2022-19,Austria,AUT,Europe,8978929,cases,29760,2022-19,743.1955415,4234445,TESSy COVID-19,
Austria2022-20,Austria,AUT,Europe,8978929,cases,20282,2022-20,557.3270487,4254727,TESSy COVID-19,
Austria2022-21,Austria,AUT,Europe,8978929,cases,15294,2022-21,396.2165198,4270021,TESSy COVID-19,
Austria2022-22,Austria,AUT,Europe,8978929,cases,19505,2022-22,387.5629265,4289526,TESSy COVID-19,
Austria2022-23,Austria,AUT,Europe,8978929,cases,25414,2022-23,500.2712462,4314940,TESSy COVID-19,
Austria2022-24,Austria,AUT,Europe,8978929,cases,40803,2022-24,737.471028,4355743,TESSy COVID-19,
Austria2022-25,Austria,AUT,Europe,8978929,cases,60223,2022-25,1125.145326,4415966,TESSy COVID-19,
Austria2022-26,Austria,AUT,Europe,8978929,cases,71280,2022-26,1464.573336,4487246,TESSy COVID-19,
Austria2022-27,Austria,AUT,Europe,8978929,cases,73764,2022-27,1615.381968,4561010,TESSy COVID-19,
Austria2022-28,Austria,AUT,Europe,8978929,cases,83410,2022-28,1750.476031,4644420,TESSy COVID-19,
Austria2022-29,Austria,AUT,Europe,8978929,cases,79546,2022-29,1814.871239,4723966,TESSy COVID-19,
Austria2022-30,Austria,AUT,Europe,8978929,cases,54660,2022-30,1494.677149,4778626,TESSy COVID-19,
Austria2022-31,Austria,AUT,Europe,8978929,cases,42903,2022-31,1086.577252,4821529,TESSy COVID-19,
Austria2022-32,Austria,AUT,Europe,8978929,cases,38602,2022-32,907.7363236,4860131,TESSy COVID-19,
Austria2022-33,Austria,AUT,Europe,8978929,cases,37657,2022-33,849.3106472,4897788,TESSy COVID-19,
Austria2022-34,Austria,AUT,Europe,8978929,cases,33704,2022-34,794.7607114,4931492,TESSy COVID-19,
Austria2022-35,Austria,AUT,Europe,8978929,cases,29627,2022-35,705.32911,4961119,TESSy COVID-19,
Austria2022-36,Austria,AUT,Europe,8978929,cases,28960,2022-36,652.4943008,4990079,TESSy COVID-19,
Austria2022-37,Austria,AUT,Europe,8978929,cases,36219,2022-37,725.9106292,5026298,TESSy COVID-19,
Austria2022-38,Austria,AUT,Europe,8978929,cases,52258,2022-38,985.3847825,5078556,TESSy COVID-19,
Austria2022-39,Austria,AUT,Europe,8978929,cases,83434,2022-39,1511.227007,5161990,TESSy COVID-19,
Austria2022-40,Austria,AUT,Europe,8978929,cases,97846,2022-40,2018.949031,5259836,TESSy COVID-19,
Austria2022-41,Austria,AUT,Europe,8978929,cases,86396,2022-41,2051.937375,5346232,TESSy COVID-19,
Austria2022-42,Austria,AUT,Europe,8978929,cases,58624,2022-42,1615.114676,5404856,TESSy COVID-19,
Austria2022-43,Austria,AUT,Europe,8978929,cases,37085,2022-43,1065.92891,5441941,TESSy COVID-19,
Austria2022-44,Austria,AUT,Europe,8978929,cases,29394,2022-44,740.3889707,5471335,TESSy COVID-19,
Austria2022-45,Austria,AUT,Europe,8978929,cases,24783,2022-45,603.3793117,5496118,TESSy COVID-19,
Austria2022-46,Austria,AUT,Europe,8978929,cases,27034,2022-46,577.0955534,5523152,TESSy COVID-19,
Austria2022-47,Austria,AUT,Europe,8978929,cases,30238,2022-47,637.8489016,5553390,TESSy COVID-19,
Austria2022-48,Austria,AUT,Europe,8978929,cases,33270,2022-48,707.3003918,5586660,TESSy COVID-19,
Austria2022-49,Austria,AUT,Europe,8978929,cases,33258,2022-49,740.9346928,5619918,TESSy COVID-19,
Austria2022-50,Austria,AUT,Europe,8978929,cases,34730,2022-50,757.1949839,5654648,TESSy COVID-19,
Austria2022-51,Austria,AUT,Europe,8978929,cases,32948,2022-51,753.7424564,5687596,TESSy COVID-19,
Austria2022-52,Austria,AUT,Europe,8978929,cases,24803,2022-52,643.1836135,5712399,TESSy COVID-19,
Austria2023-01,Austria,AUT,Europe,8978929,cases,18797,2023-01,485.5812982,5731196,TESSy COVID-19,
Austria2023-02,Austria,AUT,Europe,8978929,cases,14951,2023-02,375.8577443,5746147,TESSy COVID-19,
Austria2023-03,Austria,AUT,Europe,8978929,cases,13848,2023-03,320.7398121,5759995,TESSy COVID-19,
Austria2023-04,Austria,AUT,Europe,8978929,cases,19928,2023-04,376.1695855,5779923,TESSy COVID-19,
Austria2023-05,Austria,AUT,Europe,8978929,cases,26725,2023-05,519.5831262,5806648,TESSy COVID-19,
Austria2023-06,Austria,AUT,Europe,8978929,cases,28849,2023-06,618.9379602,5835497,TESSy COVID-19,
Austria2023-07,Austria,AUT,Europe,8978929,cases,34144,2023-07,701.5647412,5869641,TESSy COVID-19,
Austria2023-08,Austria,AUT,Europe,8978929,cases,38954,2023-08,814.1060031,5908595,TESSy COVID-19,
Austria2023-09,Austria,AUT,Europe,8978929,cases,37924,2023-09,856.2045652,5946519,TESSy COVID-19,
Austria2023-10,Austria,AUT,Europe,8978929,cases,33257,2023-10,792.756018,5979776,TESSy COVID-19,
Austria2023-11,Austria,AUT,Europe,8978929,cases,27076,2023-11,671.9398271,6006852,TESSy COVID-19,
Austria2023-12,Austria,AUT,Europe,8978929,cases,21252,2023-12,538.2379123,6028104,TESSy COVID-19,
Austria2023-13,Austria,AUT,Europe,8978929,cases,13065,2023-13,382.194803,6041169,TESSy COVID-19,
Austria2023-14,Austria,AUT,Europe,8978929,cases,8979,2023-14,245.5081224,6050148,TESSy COVID-19,
Austria2023-15,Austria,AUT,Europe,8978929,cases,7160,2023-15,179.7430406,6057308,TESSy COVID-19,
Austria2023-16,Austria,AUT,Europe,8978929,cases,6588,2023-16,153.1140295,6063896,TESSy COVID-19,
Austria2023-17,Austria,AUT,Europe,8978929,cases,5175,2023-17,131.0067158,6069071,TESSy COVID-19,
Austria2023-18,Austria,AUT,Europe,8978929,cases,3629,2023-18,98.05178324,6072700,TESSy COVID-19,
Austria2023-19,Austria,AUT,Europe,8978929,cases,2825,2023-19,71.87939675,6075525,TESSy COVID-19,
Austria2023-20,Austria,AUT,Europe,8978929,cases,2219,2023-20,56.17596486,6077744,TESSy COVID-19,
Austria2023-21,Austria,AUT,Europe,8978929,cases,2117,2023-21,48.29083736,6079861,TESSy COVID-19,
Austria2023-22,Austria,AUT,Europe,8978929,cases,1412,2023-22,39.30312847,6081273,TESSy COVID-19,
Austria2023-23,Austria,AUT,Europe,8978929,cases,1087,2023-23,27.83182716,6082360,TESSy COVID-19,
Austria2023-24,Austria,AUT,Europe,8978929,cases,970,2023-24,22.90919106,6083330,TESSy COVID-19,
Austria2023-25,Austria,AUT,Europe,8978929,cases,825,2023-25,19.9912484,6084155,TESSy COVID-19,
Austria2023-26,Austria,AUT,Europe,8978929,cases,0,2023-26,0,0,TESSy COVID-19,
Austria2023-27,Austria,AUT,Europe,8978929,cases,0,2023-27,0,0,TESSy COVID-19,
Austria2023-28,Austria,AUT,Europe,8978929,cases,0,2023-28,0,0,TESSy COVID-19,
Belgium2020-01,Belgium,BEL,Europe,11617623,cases,0,2020-01,0,0,TESSy COVID-19,
Belgium2020-02,Belgium,BEL,Europe,11617623,cases,0,2020-02,0,0,TESSy COVID-19,
Belgium2020-03,Belgium,BEL,Europe,11617623,cases,0,2020-03,0,0,TESSy COVID-19,
Belgium2020-04,Belgium,BEL,Europe,11617623,cases,0,2020-04,0,0,TESSy COVID-19,
Belgium2020-05,Belgium,BEL,Europe,11617623,cases,2,2020-05,0,2,TESSy COVID-19,
Belgium2020-06,Belgium,BEL,Europe,11617623,cases,1,2020-06,0.025822838,3,TESSy COVID-19,
Belgium2020-07,Belgium,BEL,Europe,11617623,cases,0,2020-07,0.008607613,3,TESSy COVID-19,
Belgium2020-08,Belgium,BEL,Europe,11617623,cases,0,2020-08,0,3,TESSy COVID-19,
Belgium2020-09,Belgium,BEL,Europe,11617623,cases,0,2020-09,0,3,TESSy COVID-19,
Belgium2020-10,Belgium,BEL,Europe,11617623,cases,0,2020-10,0,3,TESSy COVID-19,
Belgium2020-11,Belgium,BEL,Europe,11617623,cases,3678,2020-11,31.65879974,3681,TESSy COVID-19,
Belgium2020-12,Belgium,BEL,Europe,11617623,cases,3673,2020-12,63.27456141,7354,TESSy COVID-19,
Belgium2020-13,Belgium,BEL,Europe,11617623,cases,8130,2020-13,101.5956534,15484,TESSy COVID-19,
Belgium2020-14,Belgium,BEL,Europe,11617623,cases,9694,2020-14,153.4220899,25178,TESSy COVID-19,
Belgium2020-15,Belgium,BEL,Europe,11617623,cases,11175,2020-15,179.6322707,36353,TESSy COVID-19,
Belgium2020-16,Belgium,BEL,Europe,11617623,cases,7963,2020-16,164.732493,44316,TESSy COVID-19,
Belgium2020-17,Belgium,BEL,Europe,11617623,cases,5703,2020-17,117.631636,50019,TESSy COVID-19,
Belgium2020-18,Belgium,BEL,Europe,11617623,cases,3095,2020-18,75.72977708,53114,TESSy COVID-19,
Belgium2020-19,Belgium,BEL,Europe,11617623,cases,3051,2020-19,52.90238804,56165,TESSy COVID-19,
Belgium2020-20,Belgium,BEL,Europe,11617623,cases,2071,2020-20,44.08819257,58236,TESSy COVID-19,
Belgium2020-21,Belgium,BEL,Europe,11617623,cases,1510,2020-21,30.8238613,59746,TESSy COVID-19,
Belgium2020-22,Belgium,BEL,Europe,11617623,cases,1144,2020-22,22.84460427,60890,TESSy COVID-19,
Belgium2020-23,Belgium,BEL,Europe,11617623,cases,847,2020-23,17.13775701,61737,TESSy COVID-19,
Belgium2020-24,Belgium,BEL,Europe,11617623,cases,671,2020-24,13.06635617,62408,TESSy COVID-19,
Belgium2020-25,Belgium,BEL,Europe,11617623,cases,668,2020-25,11.52559349,63076,TESSy COVID-19,
Belgium2020-26,Belgium,BEL,Europe,11617623,cases,607,2020-26,10.97470627,63683,TESSy COVID-19,
Belgium2020-27,Belgium,BEL,Europe,11617623,cases,637,2020-27,10.70787028,64320,TESSy COVID-19,
Belgium2020-28,Belgium,BEL,Europe,11617623,cases,704,2020-28,11.54280871,65024,TESSy COVID-19,
Belgium2020-29,Belgium,BEL,Europe,11617623,cases,1385,2020-29,17.98130306,66409,TESSy COVID-19,
Belgium2020-30,Belgium,BEL,Europe,11617623,cases,2489,2020-30,33.34589184,68898,TESSy COVID-19,
Belgium2020-31,Belgium,BEL,Europe,11617623,cases,3759,2020-31,53.78036454,72657,TESSy COVID-19,
Belgium2020-32,Belgium,BEL,Europe,11617623,cases,4340,2020-32,69.71305576,76997,TESSy COVID-19,
Belgium2020-33,Belgium,BEL,Europe,11617623,cases,3751,2020-33,69.64419486,80748,TESSy COVID-19,
Belgium2020-34,Belgium,BEL,Europe,11617623,cases,3453,2020-34,62.00924234,84201,TESSy COVID-19,
Belgium2020-35,Belgium,BEL,Europe,11617623,cases,3121,2020-35,56.5864463,87322,TESSy COVID-19,
Belgium2020-36,Belgium,BEL,Europe,11617623,cases,3655,2020-36,58.32518408,90977,TESSy COVID-19,
Belgium2020-37,Belgium,BEL,Europe,11617623,cases,6158,2020-37,84.46650403,97135,TESSy COVID-19,
Belgium2020-38,Belgium,BEL,Europe,11617623,cases,10108,2020-38,140.0114292,107243,TESSy COVID-19,
Belgium2020-39,Belgium,BEL,Europe,11617623,cases,11274,2020-39,184.0479761,118517,TESSy COVID-19,
Belgium2020-40,Belgium,BEL,Europe,11617623,cases,18895,2020-40,259.6830694,137412,TESSy COVID-19,
Belgium2020-41,Belgium,BEL,Europe,11617623,cases,38852,2020-41,497.0638142,176264,TESSy COVID-19,
Belgium2020-42,Belgium,BEL,Europe,11617623,cases,72232,2020-42,956.1680561,248496,TESSy COVID-19,
Belgium2020-43,Belgium,BEL,Europe,11617623,cases,105383,2020-43,1528.841141,353879,TESSy COVID-19,
Belgium2020-44,Belgium,BEL,Europe,11617623,cases,99584,2020-44,1764.276565,453463,TESSy COVID-19,
Belgium2020-45,Belgium,BEL,Europe,11617623,cases,54006,2020-45,1322.043244,507469,TESSy COVID-19,
Belgium2020-46,Belgium,BEL,Europe,11617623,cases,33967,2020-46,757.2375175,541436,TESSy COVID-19,
Belgium2020-47,Belgium,BEL,Europe,11617623,cases,22312,2020-47,484.4278386,563748,TESSy COVID-19,
Belgium2020-48,Belgium,BEL,Europe,11617623,cases,16261,2020-48,332.0214471,580009,TESSy COVID-19,
Belgium2020-49,Belgium,BEL,Europe,11617623,cases,15289,2020-49,271.5701826,595298,TESSy COVID-19,
Belgium2020-50,Belgium,BEL,Europe,11617623,cases,16840,2020-50,276.5539904,612138,TESSy COVID-19,
Belgium2020-51,Belgium,BEL,Europe,11617623,cases,17714,2020-51,297.4274514,629852,TESSy COVID-19,
Belgium2020-52,Belgium,BEL,Europe,11617623,cases,12607,2020-52,260.9914266,642459,TESSy COVID-19,
Belgium2020-53,Belgium,BEL,Europe,11617623,cases,8976,2020-53,185.7781062,651435,TESSy COVID-19,
Belgium2021-01,Belgium,BEL,Europe,11617623,cases,13692,2021-01,195.1173661,665127,TESSy COVID-19,
Belgium2021-02,Belgium,BEL,Europe,11617623,cases,13093,2021-02,230.5549078,678220,TESSy COVID-19,
Belgium2021-03,Belgium,BEL,Europe,11617623,cases,14641,2021-03,238.7235323,692861,TESSy COVID-19,
Belgium2021-04,Belgium,BEL,Europe,11617623,cases,16375,2021-04,266.9737174,709236,TESSy COVID-19,
Belgium2021-05,Belgium,BEL,Europe,11617623,cases,14892,2021-05,269.1342282,724128,TESSy COVID-19,
Belgium2021-06,Belgium,BEL,Europe,11617623,cases,12527,2021-06,236.0121343,736655,TESSy COVID-19,
Belgium2021-07,Belgium,BEL,Europe,11617623,cases,15361,2021-07,240.0491047,752016,TESSy COVID-19,
Belgium2021-08,Belgium,BEL,Europe,11617623,cases,16648,2021-08,275.5210769,768664,TESSy COVID-19,
Belgium2021-09,Belgium,BEL,Europe,11617623,cases,16429,2021-09,284.7140073,785093,TESSy COVID-19,
Belgium2021-10,Belgium,BEL,Europe,11617623,cases,21255,2021-10,324.3692793,806348,TESSy COVID-19,
Belgium2021-11,Belgium,BEL,Europe,11617623,cases,29329,2021-11,435.407484,835677,TESSy COVID-19,
Belgium2021-12,Belgium,BEL,Europe,11617623,cases,33998,2021-12,545.0942934,869675,TESSy COVID-19,
Belgium2021-13,Belgium,BEL,Europe,11617623,cases,29873,2021-13,549.7768347,899548,TESSy COVID-19,
Belgium2021-14,Belgium,BEL,Europe,11617623,cases,24193,2021-14,465.3791916,923741,TESSy COVID-19,
